# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar  7 09:26:46 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
Barnard e,6.73920000000,0.00300000000,-0.00300000000,0,0.05680000,,,0,0.00060725,0.00010383,-0.00010383,0,,,,,340.00,,,0,3195.00,28.00,-28.00,0,0.162000,0.007000,-0.007000,0,-0.5600,0.0700,-0.0700,0
CD Cet b,2.29070000000,0.00012000000,-0.00012000000,0,0.16200000,,,0,0.01242809,0.00132147,-0.00135293,0,8.6000,2.4000,-2.4000,0,464.00,18.00,-18.00,0,3130.00,51.00,-51.00,0,0.161000,0.010000,-0.010000,0,0.1300,0.1600,-0.1600,0
CD-35 2722 b,,,,,1.55000000,0.05000000,-0.06000000,0,29.50000000,5.10000000,-4.30000000,0,,,,,1800.00,100.00,-100.00,0,3689.00,100.00,-100.00,0,0.400000,0.050000,-0.050000,0,-0.1600,0.2500,-0.2500,0
CFBDSIR J145829+101343 b,10037.50000000000,2737.50000000000,-2737.50000000000,0,1.11000000,,,0,10.50000000,4.50000000,-4.50000000,0,,,,,370.00,40.00,-40.00,0,580.50,24.50,-24.50,0,0.021000,0.009000,-0.009000,0,,,,
CFHTWIR-Oph 98 b,8040000.00000000000,470000.00000000000,-470000.00000000000,0,1.86000000,0.05000000,-0.05000000,0,7.80000000,0.70000000,-0.80000000,0,,,,,1800.00,40.00,-40.00,0,2320.00,40.00,-40.00,0,0.014700,0.000800,-0.000800,0,,,,
CHXR 73 b,,,,,1.10000000,,,0,12.56900000,8.37900000,-5.23700000,0,,,,,,,,,3099.00,128.00,-128.00,0,0.350000,,,0,,,,
CI Tau c,25.20000000000,1.70000000000,-1.80000000000,0,1.16000000,,,0,3.60000000,0.30000000,-0.30000000,0,,,,,,,,,3807.00,131.00,-131.00,0,0.900000,0.020000,-0.020000,0,,,,
COCONUTS-2 b,402000000.00000000000,470000000.00000000000,-100000000.00000000000,0,1.11000000,0.03000000,-0.04000000,0,8.00000000,2.00000000,-2.00000000,0,,,,,434.00,9.00,-9.00,0,3406.00,69.00,-69.00,0,0.370000,0.020000,-0.020000,0,0.0000,0.0800,-0.0800,0
CT Cha b,,,,,2.20000000,0.81000000,-0.60000000,0,17.00000000,6.00000000,-6.00000000,0,,,,,2600.00,250.00,-250.00,0,4403.00,6.00,-10.00,0,,,,,-0.5600,0.0100,-0.0100,0
CoRoT-1 b,1.50895570000,0.00000640000,-0.00000640000,0,1.49000000,0.08000000,-0.08000000,0,1.03000000,0.12000000,-0.12000000,0,2852.6300,,,0,1898.00,50.00,-50.00,0,5950.00,150.00,-150.00,0,0.950000,0.150000,-0.150000,0,-0.3000,0.2500,-0.2500,0
CoRoT-10 b,13.24060000000,0.00020000000,-0.00020000000,0,0.97000000,0.07000000,-0.07000000,0,2.75000000,0.16000000,-0.16000000,0,16.1089,,,0,600.00,23.00,-23.00,0,5075.00,75.00,-75.00,0,0.890000,0.050000,-0.050000,0,0.2600,0.0700,-0.0700,0
CoRoT-11 b,2.99433000000,0.00001100000,-0.00001100000,0,1.43000000,0.03000000,-0.03000000,0,2.33000000,0.34000000,-0.34000000,0,1890.6490,,,0,1657.00,55.00,-55.00,0,6440.00,120.00,-120.00,0,1.270000,0.050000,-0.050000,0,-0.0300,0.0800,-0.0800,0
CoRoT-12 b,2.82804200000,0.00001300000,-0.00001300000,0,1.44000000,0.13000000,-0.13000000,0,0.91700000,0.07000000,-0.06500000,0,661.1334,,,0,1442.00,58.00,-58.00,0,5675.00,80.00,-80.00,0,1.078000,0.077000,-0.072000,0,0.1600,0.1000,-0.1000,0
CoRoT-13 b,4.03519000000,0.00003000000,-0.00003000000,0,0.88500000,0.01400000,-0.01400000,0,1.30800000,0.06600000,-0.06600000,0,546.5339,,,0,1700.00,,,0,5945.00,90.00,-90.00,0,1.090000,0.020000,-0.020000,0,0.0100,0.0700,-0.0700,0
CoRoT-14 b,1.51214000000,0.00013000000,-0.00013000000,0,1.09000000,0.07000000,-0.07000000,0,7.60000000,0.60000000,-0.60000000,0,,,,,1952.00,66.00,-66.00,0,6035.00,100.00,-100.00,0,1.130000,0.090000,-0.090000,0,0.0500,0.1500,-0.1500,0
CoRoT-16 b,5.35227000000,0.00020000000,-0.00020000000,0,1.17000000,0.16000000,-0.14000000,0,0.53500000,0.08500000,-0.08300000,0,,,,,,,,,5650.00,100.00,-100.00,0,1.098000,0.082000,-0.078000,0,0.1900,0.0600,-0.0600,0
CoRoT-17 b,3.76810000000,0.00030000000,-0.00030000000,0,1.02000000,0.07000000,-0.07000000,0,2.43000000,0.30000000,-0.30000000,0,,,,,1626.00,31.00,-31.00,0,5740.00,80.00,-80.00,0,1.040000,0.100000,-0.100000,0,0.0000,0.1000,-0.1000,0
CoRoT-18 b,1.90006930000,0.00000280000,-0.00000280000,0,1.31000000,0.18000000,-0.18000000,0,3.47000000,0.38000000,-0.38000000,0,823.7009,,,0,1550.00,90.00,-90.00,0,5440.00,100.00,-100.00,0,0.950000,0.150000,-0.150000,0,-0.1000,0.1000,-0.1000,0
CoRoT-19 b,3.89713000000,0.00002000000,-0.00002000000,0,1.29000000,0.03000000,-0.03000000,0,1.11000000,0.06000000,-0.06000000,0,1103.8090,,,0,2000.00,150.00,-150.00,0,6090.00,70.00,-70.00,0,1.210000,0.050000,-0.050000,0,-0.0200,0.1000,-0.1000,0
CoRoT-2 b,1.74299350000,0.00000100000,-0.00000100000,0,1.46600000,0.04200000,-0.04400000,0,3.47000000,0.22000000,-0.22000000,0,932.9076,,,0,1521.00,18.00,-18.00,0,5625.00,120.00,-120.00,0,0.960000,0.080000,-0.080000,0,0.0400,0.0500,-0.0500,0
CoRoT-20 b,9.24285000000,0.00030000000,-0.00030000000,0,0.84000000,0.04000000,-0.04000000,0,4.30000000,0.20000000,-0.20000000,0,180.8704,,,0,1024.00,16.00,-16.00,0,5880.00,90.00,-90.00,0,1.140000,0.080000,-0.080000,0,0.1400,0.1200,-0.1200,0
CoRoT-20 c,1675.00000000000,19.00000000000,-17.00000000000,0,1.09000000,,,0,17.00000000,1.00000000,-1.00000000,0,,,,,,,,,5880.00,90.00,-90.00,0,1.140000,0.080000,-0.080000,0,0.1400,0.1200,-0.1200,0
CoRoT-21 b,2.72474000000,0.00014000000,-0.00014000000,0,1.30000000,0.14000000,-0.14000000,0,2.26000000,0.31000000,-0.31000000,0,,,,,,,,,6200.00,100.00,-100.00,0,1.290000,0.090000,-0.090000,0,0.0000,0.1000,-0.1000,0
CoRoT-22 b,9.75598000000,0.00011000000,-0.00011000000,0,0.43500000,0.01500000,-0.03500000,0,0.03800000,0.04400000,-0.02800000,0,,,,,885.00,53.00,-280.00,0,5939.00,54.00,-120.00,0,1.099000,0.049000,-0.049000,0,0.1700,0.0700,-0.1200,0
CoRoT-23 b,3.63130000000,0.00010000000,-0.00010000000,0,1.05000000,0.13000000,-0.13000000,0,2.80000000,0.30000000,-0.30000000,0,,,,,1660.00,,,0,5900.00,100.00,-100.00,0,1.140000,0.080000,-0.080000,0,0.0500,0.1000,-0.1000,0
CoRoT-24 b,5.11340000000,0.00060000000,-0.00060000000,0,0.33000000,0.04000000,-0.04000000,0,0.01800000,,,1,,,,,1070.00,140.00,-140.00,0,4950.00,150.00,-150.00,0,0.910000,0.090000,-0.090000,0,0.3000,0.1500,-0.1500,0
CoRoT-24 c,11.75900000000,0.00630000000,-0.00630000000,0,0.44000000,0.04000000,-0.04000000,0,0.08800000,0.03500000,-0.03500000,0,,,,,850.00,80.00,-80.00,0,4950.00,150.00,-150.00,0,0.910000,0.090000,-0.090000,0,0.3000,0.1500,-0.1500,0
CoRoT-25 b,4.86069000000,0.00006000000,-0.00006000000,0,1.08000000,0.30000000,-0.10000000,0,0.27000000,0.04000000,-0.04000000,0,,,,,1330.00,80.00,-40.00,0,6040.00,90.00,-90.00,0,1.090000,0.110000,-0.050000,0,-0.0100,0.1300,-0.1300,0
CoRoT-26 b,4.20474000000,0.00005000000,-0.00005000000,0,1.26000000,0.13000000,-0.07000000,0,0.52000000,0.05000000,-0.05000000,0,,,,,1600.00,80.00,-70.00,0,5590.00,100.00,-100.00,0,1.090000,0.060000,-0.060000,0,0.0100,0.1300,-0.1300,0
CoRoT-27 b,3.57532000000,0.00006000000,-0.00006000000,0,1.00700000,0.04400000,-0.04400000,0,10.39000000,0.55000000,-0.55000000,0,,,,,1500.00,130.00,-130.00,0,5900.00,120.00,-120.00,0,1.050000,0.110000,-0.110000,0,-0.1000,0.1000,-0.1000,0
CoRoT-28 b,5.20851000000,0.00038000000,-0.00038000000,0,0.95500000,0.06600000,-0.06600000,0,0.48400000,0.08700000,-0.08700000,0,,,,,,,,,5150.00,100.00,-100.00,0,1.010000,0.140000,-0.140000,0,0.1500,0.1000,-0.1000,0
CoRoT-29 b,2.85057000000,0.00000600000,-0.00000600000,0,0.90000000,0.16000000,-0.16000000,0,0.85000000,0.20000000,-0.20000000,0,,,,,,,,,5260.00,100.00,-100.00,0,0.970000,0.140000,-0.140000,0,0.2000,0.1000,-0.1000,0
CoRoT-3 b,4.25680000000,0.00000500000,-0.00000500000,0,1.01000000,0.07000000,-0.07000000,0,21.66000000,1.00000000,-1.00000000,0,,,,,1695.00,57.00,-57.00,0,6740.00,140.00,-140.00,0,1.370000,0.090000,-0.090000,0,0.1400,0.0400,-0.0400,0
CoRoT-30 b,9.06005000000,0.00024000000,-0.00024000000,0,1.00900000,0.07600000,-0.07600000,0,2.90000000,0.22000000,-0.22000000,0,,,,,,,,,5650.00,100.00,-100.00,0,0.980000,0.030000,-0.050000,0,0.0200,0.1000,-0.1000,0
CoRoT-31 b,4.62941000000,0.00075000000,-0.00075000000,0,1.46000000,0.30000000,-0.30000000,0,0.84000000,0.34000000,-0.34000000,0,,,,,,,,,5700.00,120.00,-120.00,0,1.250000,0.220000,-0.210000,0,0.0000,0.1000,-0.1000,0
CoRoT-32 b,6.71837000000,0.00001000000,-0.00001000000,0,0.57000000,0.06000000,-0.05000000,0,0.15000000,0.10000000,-0.10000000,0,132.2600,36.7400,-29.3900,0,938.00,65.00,-52.00,0,5970.00,100.00,-100.00,0,1.080000,0.080000,-0.070000,0,0.0000,0.2000,-0.2000,0
CoRoT-35 b,3.22748000000,0.00008000000,-0.00008000000,0,1.68000000,0.11000000,-0.11000000,0,1.10000000,0.37000000,-0.37000000,0,,,,,1747.00,62.00,-62.00,0,6390.00,130.00,-130.00,0,1.010000,0.070000,-0.060000,0,-0.5000,0.1000,-0.1000,0
CoRoT-36 b,5.61653100000,0.00002300000,-0.00002300000,0,1.41000000,0.14000000,-0.14000000,0,0.68000000,0.47000000,-0.43000000,1,,,,,1567.00,35.00,-35.00,0,6730.00,140.00,-140.00,0,1.320000,0.090000,-0.090000,0,-0.1000,0.1000,-0.1000,0
CoRoT-4 b,9.20205000000,0.00037000000,-0.00037000000,0,1.19000000,0.06000000,-0.05000000,0,0.72000000,0.08000000,-0.08000000,0,203.9517,,,0,1074.00,19.00,-19.00,0,6190.00,60.00,-60.00,0,1.160000,0.030000,-0.020000,0,0.0500,0.0700,-0.0700,0
CoRoT-5 b,4.03789620000,0.00000190000,-0.00000190000,0,1.38800000,0.04600000,-0.04700000,0,0.46700000,0.04700000,-0.02400000,0,786.2949,,,0,1438.00,39.00,-39.00,0,6100.00,65.00,-65.00,0,1.000000,0.020000,-0.020000,0,-0.2500,0.0600,-0.0600,0
CoRoT-6 b,8.88659300000,0.00000400000,-0.00000400000,0,1.16600000,0.03500000,-0.03500000,0,2.96000000,0.34000000,-0.34000000,0,,,,,1017.00,19.00,-19.00,0,6090.00,70.00,-70.00,0,1.050000,0.050000,-0.050000,0,-0.2000,0.1000,-0.1000,0
CoRoT-7 b,0.85359163000,0.00000000600,-0.00000000600,0,0.15000000,0.01000000,-0.01000000,0,0.01282637,0.00320869,-0.00320869,0,,,,,1756.00,27.00,-27.00,0,5275.00,75.00,-75.00,0,0.820000,0.170000,-0.170000,0,0.0500,,,0
CoRoT-7 c,3.69800000000,0.00300000000,-0.00300000000,0,0.25300000,,,0,0.02642922,0.00283170,-0.00283170,0,,,,,,,,,5256.00,91.33,-130.85,0,0.899000,0.122462,-0.095241,0,0.0600,0.1000,-0.1000,0
CoRoT-7 d,8.96600000000,1.54600000000,-1.54600000000,0,0.38400000,,,0,0.05393476,0.00802949,-0.00802949,0,,,,,,,,,5250.00,60.00,-60.00,0,0.915000,0.017000,-0.017000,0,0.1200,0.0600,-0.0600,0
CoRoT-8 b,6.21229000000,0.00003000000,-0.00003000000,0,0.57000000,0.02000000,-0.02000000,0,0.22000000,0.03000000,-0.03000000,0,,,,,870.00,14.00,-14.00,0,5080.00,80.00,-80.00,0,0.880000,0.040000,-0.040000,0,0.3000,0.1000,-0.1000,0
CoRoT-9 b,95.27265600000,0.00006800000,-0.00006800000,0,1.06600000,0.07500000,-0.06300000,0,0.84000000,0.05000000,-0.05000000,0,,,,,420.00,16.00,-16.00,0,5625.00,80.00,-80.00,0,0.960000,0.040000,-0.040000,0,-0.0100,0.0600,-0.0600,0
DE CVn b,4098.10000000000,131.50000000000,-131.50000000000,0,1.10000000,,,0,12.02930278,3.00732569,-3.00732569,0,,,,,,,,,3579.00,157.00,-157.00,0,0.510000,,,0,,,,
DENIS-P J082303.1-491201 b,246.36000000000,1.38000000000,-1.35000000000,0,1.06000000,,,0,28.50000000,1.90000000,-1.90000000,0,,,,,,,,,,,,,0.075000,0.007000,-0.007000,0,,,,
DH Tau b,,,,,2.70000000,0.80000000,-0.80000000,0,11.00000000,10.00000000,-3.00000000,0,,,,,2200.00,,,0,4371.00,137.00,-137.00,0,0.330000,,,0,,,,
DMPP-1 b,17.81200000000,0.02500000000,-0.01900000000,0,0.38000000,,,0,0.05285871,0.00786588,-0.00786588,0,,,,,877.00,,,0,6196.00,29.00,-29.00,0,1.210000,0.030000,-0.030000,0,,,,
DMPP-1 c,10.03000000000,0.53000000000,-0.24000000000,0,0.29500000,,,0,0.03442109,0.00191927,-0.00185635,0,,,,,1239.00,,,0,6196.00,29.00,-29.00,0,1.210000,0.030000,-0.030000,0,,,,
DMPP-1 d,3.14170000000,0.00200000000,-0.02480000000,0,0.18000000,,,0,0.01485078,0.00254855,-0.00229684,0,,,,,1632.00,,,0,6196.00,29.00,-29.00,0,1.210000,0.030000,-0.030000,0,,,,
DMPP-1 e,5.51600000000,0.00200000000,-0.00400000000,0,0.16600000,,,0,0.01299437,0.00207658,-0.00358682,0,,,,,1314.00,,,0,6196.00,29.00,-29.00,0,1.210000,0.030000,-0.030000,0,,,,
DMPP-2 b,5.20300000000,0.00120000000,-0.00120000000,0,1.27000000,,,0,0.53953642,0.03457841,-0.02624057,0,,,,,1000.00,,,0,6500.00,100.00,-100.00,0,1.410000,0.040000,-0.040000,0,,,,
DMPP-2 c,3.16800000000,0.35500000000,-0.00200000000,0,0.73700000,,,0,0.16294956,0.01708469,-0.01727347,0,,,,,,,,,6500.00,100.00,-100.00,0,1.410000,0.040000,-0.040000,0,,,,
DMPP-2 d,16.49100000000,0.06700000000,-0.05300000000,0,1.03000000,,,0,0.28880364,0.01922421,-0.02303130,0,,,,,,,,,6500.00,100.00,-100.00,0,1.410000,0.040000,-0.040000,0,,,,
DMPP-3 A b,5.59000000000,0.16900000000,-0.00200000000,0,0.12900000,,,0,0.00840076,0.00157318,-0.00176196,0,,,,,854.00,,,0,5138.00,99.00,-99.00,0,0.900000,0.009000,-0.009000,0,0.1800,0.0900,-0.0900,0
DMPP-4 b,3.49820000000,0.00220000000,-0.23270000000,0,0.31500000,,,0,0.03838549,0.00566343,-0.00597807,0,,,,,,,,,6400.00,50.00,-50.00,0,1.250000,0.020000,-0.020000,0,-0.0070,0.0560,-0.0560,0
DMPP-6 b,7.60270000000,0.02610000000,-0.00160000000,0,0.20300000,,,0,0.01824884,0.00295757,-0.00251708,0,,,,,,,,,6182.09,133.83,-99.94,0,1.079000,0.045000,-0.045000,0,0.3200,0.0500,-0.0500,0
DMPP-6 c,36.44100000000,0.07700000000,-0.07000000000,0,0.33400000,,,0,0.04238136,0.00503416,-0.00619831,0,,,,,,,,,6182.09,133.83,-99.94,0,1.079000,0.045000,-0.045000,0,0.3200,0.0500,-0.0500,0
DMPP-7 b,4.98400000000,0.06900000000,-0.06100000000,0,0.81500000,,,0,0.19315454,0.01362370,-0.01277419,0,,,,,,,,,5996.82,128.12,-87.64,0,1.090000,0.040000,-0.040000,0,,,,
DMPP-8 b,62.91500000000,0.04100000000,-0.03300000000,0,0.96000000,,,0,0.25513767,0.02230763,-0.02233910,0,,,,,,,,,6009.00,107.51,-147.26,0,0.990000,0.040000,-0.040000,0,,,,
DMPP-9 b,12.73300000000,0.58400000000,-0.52400000000,0,0.34700000,,,0,0.04540186,0.00808612,-0.00742539,0,,,,,,,,,6092.00,131.29,-134.22,0,1.100000,0.040000,-0.040000,0,,,,
DP Leo b,10220.00000000000,730.00000000000,-730.00000000000,0,1.14000000,,,0,6.28000000,0.58000000,-0.58000000,0,,,,,,,,,13500.00,500.00,-500.00,0,0.690000,,,0,,,,
DS Tuc A b,8.13826800000,0.00001100000,-0.00001100000,0,0.50851994,0.01516638,-0.01516638,0,1.30000000,,,1,115.8276,,,0,850.00,,,0,5428.00,80.00,-80.00,0,1.010000,0.060000,-0.060000,0,0.0000,,,0
EPIC 201170410.02,6.79870000000,0.00010000000,-0.00010000000,0,0.09340708,0.02462307,-0.02292800,0,0.00360000,,,0,,,,,,,,,3648.00,172.00,-143.00,0,0.287000,0.101000,-0.084000,0,-0.0480,0.1500,-0.2100,0
EPIC 201238110 b,28.16560000000,0.00270000000,-0.00280000000,0,0.16683023,0.01784280,-0.04014631,0,0.01310000,,,0,,,,,,,,,3587.00,157.00,-157.00,0,0.410000,0.112000,-0.048000,0,,,,
EPIC 201427007 b,0.72091000000,0.00014000000,-0.00014000000,0,0.13382127,0.01784284,-0.01784284,0,0.00899000,,,0,,,,,,,,,5633.00,111.00,-111.00,0,0.930000,,,0,-0.0530,0.2400,-0.2400,0
EPIC 201497682 b,2.13174000000,0.00022000000,-0.00022000000,0,0.06173610,0.00526363,-0.00428227,0,0.00081700,,,0,,,,,,,,,4991.00,75.00,-100.80,0,0.780000,0.085000,-0.170000,0,-0.0892,0.0135,-0.0135,0
EPIC 201595106 b,0.87724000000,0.00004000000,-0.00004000000,0,0.13962019,0.00704792,-0.00704792,0,0.02413252,0.00235976,-0.00235976,0,2852.0000,107.0000,-107.0000,0,2038.00,39.00,-39.00,0,5679.00,60.00,-39.00,0,0.958000,0.048000,-0.048000,0,0.0100,0.1000,-0.1000,0
EPIC 201615463 c,3.80464000000,0.00091000000,-0.00105000000,0,0.10884111,0.01873495,-0.01516638,0,0.00624000,,,0,,,,,,,,,5960.00,52.00,-53.00,0,1.073000,0.034000,-0.034000,0,0.0900,0.0600,-0.0600,0
EPIC 201754305 d,2.71578000000,0.00031000000,-0.00031000000,0,0.09189045,0.00758319,-0.00767241,0,0.00340000,,,0,,,,,,,,,4761.00,50.00,-57.00,0,0.670000,0.030000,-0.040000,0,-0.3300,0.0400,-0.0400,0
EPIC 201757695.02,2.04780000000,0.00010000000,-0.00010000000,0,0.08102328,0.00522883,-0.00571059,0,0.00217000,,,0,,,,,,,,,4520.00,108.00,-54.00,0,0.727000,0.044000,-0.053000,0,-0.0030,0.1200,-0.3000,0
EPIC 201833600 c,3.96151000000,0.00046000000,-0.00051000000,0,0.08921402,0.01070568,-0.00981354,0,0.00306000,,,0,,,,,,,,,4326.00,128.00,-128.00,0,0.611000,0.056000,-0.056000,0,-0.1132,0.0597,-0.0597,0
EPIC 201841433 b,4.16980000000,0.00010000000,-0.00010000000,0,0.09278259,0.00330092,-0.00285485,0,0.00352000,,,0,,,,,,,,,5053.00,103.00,-166.00,0,0.802000,0.081000,-0.163000,0,0.0000,,,0
EPIC 205950854 c,8.05072200000,0.00007500000,-0.00003800000,0,0.11687037,0.01284682,-0.00562048,0,0.00714000,,,0,,,,,960.60,20.50,-10.20,0,5502.70,101.00,-50.50,0,0.877000,0.060000,-0.029000,0,-0.1300,0.0800,-0.0800,0
EPIC 206024342 b,4.50756000000,0.00062000000,-0.00060000000,0,0.15166384,0.05263627,-0.02765635,0,0.01110000,,,0,,,,,,,,,5724.00,72.00,-72.00,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0
EPIC 206024342 c,0.91172400000,0.00007600000,-0.00007600000,0,0.12489985,0.04460709,-0.04460709,0,0.00800000,,,0,,,,,,,,,5724.00,72.00,-72.00,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0
EPIC 206024342 d,14.64753100000,0.00000410000,-0.00000410000,0,0.23195686,0.08029276,-0.08029276,0,0.02290000,,,0,,,,,,,,,5724.00,72.00,-72.00,0,0.928000,0.082000,-0.098000,0,-0.2200,0.0600,-0.0600,0
EPIC 206032309 b,2.87814000000,0.00023000000,-0.00026000000,0,0.09010616,0.02141137,-0.01159782,0,0.00317000,,,0,,,,,,,,,3489.00,157.00,-157.00,0,0.221000,0.035000,-0.062000,0,,,,
EPIC 206042996 b,5.29860000000,0.00060000000,-0.00060000000,0,0.15166410,0.01784284,-0.01784284,0,0.01110000,,,0,,,,,,,,,4114.00,99.00,-99.00,0,0.565000,0.053000,-0.053000,0,0.0060,0.1200,-0.1200,0
EPIC 206042996 c,0.35488400000,0.00006300000,-0.00006300000,0,0.10705701,0.01784284,-0.00892142,0,0.00588000,,,0,,,,,,,,,4114.00,99.00,-99.00,0,0.565000,0.053000,-0.053000,0,0.0060,0.1200,-0.1200,0
EPIC 206215704 b,2.25543600000,0.00009100000,-0.00009100000,0,0.08921418,0.00892142,-0.00802928,0,0.00306000,,,0,,,,,,,,,3297.00,73.00,-73.00,0,0.407000,0.095000,-0.079000,0,-0.3300,0.0930,-0.0930,0
EPIC 206317286 b,1.58252000000,0.00017000000,-0.00018000000,0,0.08564546,0.00981354,-0.01338210,0,0.00264000,,,0,,,,,,,,,4752.00,138.00,-138.00,0,0.711000,0.090000,-0.025000,0,0.0190,0.2350,-0.2350,0
EPIC 206317286 c,17.51547200000,0.00228800000,-0.00296500000,0,0.18681449,0.01570170,-0.01427427,0,0.01580000,,,0,,,,,,,,,4752.00,138.00,-138.00,0,0.832000,0.253000,-0.367000,0,0.0190,0.2350,-0.2350,0
EPIC 211822797 b,21.17019630000,0.00006620000,-0.00006420000,0,0.17129122,0.01070570,-0.00624499,0,0.01370000,,,0,3.5000,0.5000,-0.5000,0,431.00,4.00,-17.00,0,4057.00,37.00,-39.00,0,0.620000,0.020000,-0.020000,0,0.2000,0.0500,-0.0700,0
EPIC 211945201 b,19.49221000000,0.00066600000,-0.00065300000,0,0.51387278,0.02676421,-0.02676421,0,0.03460987,0.02202446,-0.02202446,0,101.0000,11.0000,-10.0000,0,817.00,15.00,-14.00,0,6069.00,90.00,-90.00,0,1.170000,0.040000,-0.040000,0,0.1000,0.0500,-0.0500,0
EPIC 212297394 b,2.28936300000,0.00023200000,-0.00025100000,0,0.13203698,0.01159784,-0.00981356,0,0.00879000,,,0,,,,,1149.00,43.00,-44.00,0,5171.00,172.00,-130.00,0,0.830000,0.050000,-0.040000,0,-0.0300,0.1500,-0.1600,0
EPIC 212297394 c,5.21396500000,0.00044200000,-0.00044200000,0,0.20251618,0.01695069,-0.01248998,0,0.01820000,,,0,,,,,866.00,27.00,-37.00,0,5171.00,172.00,-130.00,0,0.830000,0.050000,-0.040000,0,-0.0300,0.1500,-0.1600,0
EPIC 212424622 b,18.09830000000,0.00600000000,-0.00580000000,0,0.19359443,0.05977340,-0.03746989,0,0.01680000,,,0,,,,,,,,,5782.33,11.67,-107.69,0,1.106000,0.145000,-0.120000,0,,,,
EPIC 212499991 b,34.88500000000,0.01100000000,-0.01000000000,0,0.14274244,0.01159782,-0.01427424,0,0.01000000,,,0,,,,,,,,,4982.79,43.77,-40.79,0,0.912000,0.037000,-0.162000,0,,,,
EPIC 212587672 b,15.28078000000,0.00012100000,-0.00011600000,0,0.11240986,0.00981356,-0.00802928,0,0.00669000,,,0,,,,,756.00,14.00,-15.00,0,6004.00,77.00,-78.00,0,0.990000,0.030000,-0.040000,0,-0.1800,0.0600,-0.0600,0
EPIC 212587672 c,23.22855500000,0.00006800000,-0.00007100000,0,0.20697689,0.01695069,-0.01070570,0,0.01890000,,,0,,,,,658.00,13.00,-14.00,0,6004.00,77.00,-78.00,0,0.990000,0.030000,-0.040000,0,-0.1800,0.0600,-0.0600,0
EPIC 212624936 b,0.57865700000,0.00001600000,-0.00001600000,0,0.10705701,0.02676425,-0.02676425,0,0.00588000,,,0,,,,,,,,,5765.00,170.00,-170.00,0,1.000000,,,0,-0.3900,0.2500,-0.2500,0
EPIC 212624936 c,11.81143700000,0.00011000000,-0.00011000000,0,0.20519261,0.04460709,-0.04460709,0,0.01860000,,,0,,,,,,,,,5765.00,170.00,-170.00,0,1.000000,,,0,-0.3900,0.2500,-0.2500,0
